Datum von;(Uhrzeit) von;Zeitzone;(Uhrzeit) bis;Zeitzone;ID AEP in €/MWh
06.10.2024;18:30;CEST;18:45;CEST;58,260
06.10.2024;18:45;CEST;19:00;CEST;43,980
06.10.2024;19:00;CEST;19:15;CEST;91,150
06.10.2024;19:15;CEST;19:30;CEST;51,040
06.10.2024;19:30;CEST;19:45;CEST;33,410
06.10.2024;19:45;CEST;20:00;CEST;24,880
06.10.2024;20:00;CEST;20:15;CEST;111,360
06.10.2024;20:15;CEST;20:30;CEST;60,610
06.10.2024;20:30;CEST;20:45;CEST;49,460
06.10.2024;20:45;CEST;21:00;CEST;46,230
06.10.2024;21:00;CEST;21:15;CEST;70,510
06.10.2024;21:15;CEST;21:30;CEST;76,900
06.10.2024;21:30;CEST;21:45;CEST;56,930
06.10.2024;21:45;CEST;22:00;CEST;39,040
06.10.2024;22:00;CEST;22:15;CEST;77,670
06.10.2024;22:15;CEST;22:30;CEST;79,820
06.10.2024;22:30;CEST;22:45;CEST;73,810
06.10.2024;22:45;CEST;23:00;CEST;59,570
06.10.2024;23:00;CEST;23:15;CEST;67,670
06.10.2024;23:15;CEST;23:30;CEST;78,050
06.10.2024;23:30;CEST;23:45;CEST;76,640
06.10.2024;23:45;CEST;00:00;CEST;69,610
07.10.2024;00:00;CEST;00:15;CEST;71,280
07.10.2024;00:15;CEST;00:30;CEST;66,880
07.10.2024;00:30;CEST;00:45;CEST;51,620
07.10.2024;00:45;CEST;01:00;CEST;25,950
07.10.2024;01:00;CEST;01:15;CEST;50,950
07.10.2024;01:15;CEST;01:30;CEST;33,620
07.10.2024;01:30;CEST;01:45;CEST;45,710
07.10.2024;01:45;CEST;02:00;CEST;27,300
07.10.2024;02:00;CEST;02:15;CEST;63,270
07.10.2024;02:15;CEST;02:30;CEST;65,390
07.10.2024;02:30;CEST;02:45;CEST;78,390
07.10.2024;02:45;CEST;03:00;CEST;39,330
07.10.2024;03:00;CEST;03:15;CEST;14,100
07.10.2024;03:15;CEST;03:30;CEST;2,420
07.10.2024;03:30;CEST;03:45;CEST;9,840
07.10.2024;03:45;CEST;04:00;CEST;1,480
07.10.2024;04:00;CEST;04:15;CEST;-3,510
07.10.2024;04:15;CEST;04:30;CEST;-1,980
07.10.2024;04:30;CEST;04:45;CEST;46,260
07.10.2024;04:45;CEST;05:00;CEST;79,280
07.10.2024;05:00;CEST;05:15;CEST;75,080
07.10.2024;05:15;CEST;05:30;CEST;61,710
07.10.2024;05:30;CEST;05:45;CEST;56,210
07.10.2024;05:45;CEST;06:00;CEST;41,930
07.10.2024;06:00;CEST;06:15;CEST;-6,680
07.10.2024;06:15;CEST;06:30;CEST;43,220
07.10.2024;06:30;CEST;06:45;CEST;105,680
07.10.2024;06:45;CEST;07:00;CEST;126,860
07.10.2024;07:00;CEST;07:15;CEST;133,620
07.10.2024;07:15;CEST;07:30;CEST;107,800
07.10.2024;07:30;CEST;07:45;CEST;114,120
07.10.2024;07:45;CEST;08:00;CEST;124,420
07.10.2024;08:00;CEST;08:15;CEST;99,900
07.10.2024;08:15;CEST;08:30;CEST;98,380
07.10.2024;08:30;CEST;08:45;CEST;115,250
07.10.2024;08:45;CEST;09:00;CEST;113,050
07.10.2024;09:00;CEST;09:15;CEST;123,500
07.10.2024;09:15;CEST;09:30;CEST;159,140
07.10.2024;09:30;CEST;09:45;CEST;88,470
07.10.2024;09:45;CEST;10:00;CEST;58,580
07.10.2024;10:00;CEST;10:15;CEST;114,790
07.10.2024;10:15;CEST;10:30;CEST;69,690
07.10.2024;10:30;CEST;10:45;CEST;75,500
07.10.2024;10:45;CEST;11:00;CEST;71,280
07.10.2024;11:00;CEST;11:15;CEST;84,470
07.10.2024;11:15;CEST;11:30;CEST;117,020
07.10.2024;11:30;CEST;11:45;CEST;118,580
07.10.2024;11:45;CEST;12:00;CEST;139,590
07.10.2024;12:00;CEST;12:15;CEST;123,730
07.10.2024;12:15;CEST;12:30;CEST;91,580
07.10.2024;12:30;CEST;12:45;CEST;74,270
07.10.2024;12:45;CEST;13:00;CEST;19,090
07.10.2024;13:00;CEST;13:15;CEST;60,960
07.10.2024;13:15;CEST;13:30;CEST;62,990
07.10.2024;13:30;CEST;13:45;CEST;57,920
07.10.2024;13:45;CEST;14:00;CEST;59,980
07.10.2024;14:00;CEST;14:15;CEST;39,370
07.10.2024;14:15;CEST;14:30;CEST;4,280
07.10.2024;14:30;CEST;14:45;CEST;49,610
07.10.2024;14:45;CEST;15:00;CEST;48,410
07.10.2024;15:00;CEST;15:15;CEST;81,010
07.10.2024;15:15;CEST;15:30;CEST;104,540
07.10.2024;15:30;CEST;15:45;CEST;151,510
07.10.2024;15:45;CEST;16:00;CEST;148,300
07.10.2024;16:00;CEST;16:15;CEST;76,350
07.10.2024;16:15;CEST;16:30;CEST;27,610
07.10.2024;16:30;CEST;16:45;CEST;84,840
07.10.2024;16:45;CEST;17:00;CEST;124,560
07.10.2024;17:00;CEST;17:15;CEST;72,930
07.10.2024;17:15;CEST;17:30;CEST;84,540
07.10.2024;17:30;CEST;17:45;CEST;118,200
07.10.2024;17:45;CEST;18:00;CEST;226,810
07.10.2024;18:00;CEST;18:15;CEST;112,460
07.10.2024;18:15;CEST;18:30;CEST;161,100
07.10.2024;18:30;CEST;18:45;CEST;240,640
07.10.2024;18:45;CEST;19:00;CEST;240,960
07.10.2024;19:00;CEST;19:15;CEST;297,310
07.10.2024;19:15;CEST;19:30;CEST;160,110
07.10.2024;19:30;CEST;19:45;CEST;151,320
07.10.2024;19:45;CEST;20:00;CEST;146,190
07.10.2024;20:00;CEST;20:15;CEST;400,670
07.10.2024;20:15;CEST;20:30;CEST;138,800
07.10.2024;20:30;CEST;20:45;CEST;103,120
07.10.2024;20:45;CEST;21:00;CEST;99,190
07.10.2024;21:00;CEST;21:15;CEST;106,100
07.10.2024;21:15;CEST;21:30;CEST;103,430
07.10.2024;21:30;CEST;21:45;CEST;106,180
07.10.2024;21:45;CEST;22:00;CEST;102,170
07.10.2024;22:00;CEST;22:15;CEST;121,850
07.10.2024;22:15;CEST;22:30;CEST;152,140
07.10.2024;22:30;CEST;22:45;CEST;277,240
07.10.2024;22:45;CEST;23:00;CEST;129,600
07.10.2024;23:00;CEST;23:15;CEST;130,680
07.10.2024;23:15;CEST;23:30;CEST;140,980
07.10.2024;23:30;CEST;23:45;CEST;103,230
07.10.2024;23:45;CEST;00:00;CEST;100,100
08.10.2024;00:00;CEST;00:15;CEST;108,860
08.10.2024;00:15;CEST;00:30;CEST;110,970
08.10.2024;00:30;CEST;00:45;CEST;94,210
08.10.2024;00:45;CEST;01:00;CEST;79,290
08.10.2024;01:00;CEST;01:15;CEST;85,720
08.10.2024;01:15;CEST;01:30;CEST;92,010
08.10.2024;01:30;CEST;01:45;CEST;90,930
08.10.2024;01:45;CEST;02:00;CEST;79,750
08.10.2024;02:00;CEST;02:15;CEST;85,500
08.10.2024;02:15;CEST;02:30;CEST;53,970
08.10.2024;02:30;CEST;02:45;CEST;72,950
08.10.2024;02:45;CEST;03:00;CEST;55,730
08.10.2024;03:00;CEST;03:15;CEST;79,610
08.10.2024;03:15;CEST;03:30;CEST;121,140
08.10.2024;03:30;CEST;03:45;CEST;138,440
08.10.2024;03:45;CEST;04:00;CEST;96,530
08.10.2024;04:00;CEST;04:15;CEST;87,920
08.10.2024;04:15;CEST;04:30;CEST;83,540
08.10.2024;04:30;CEST;04:45;CEST;62,020
08.10.2024;04:45;CEST;05:00;CEST;75,240
08.10.2024;05:00;CEST;05:15;CEST;79,210
08.10.2024;05:15;CEST;05:30;CEST;99,280
08.10.2024;05:30;CEST;05:45;CEST;101,210
08.10.2024;05:45;CEST;06:00;CEST;103,920
08.10.2024;06:00;CEST;06:15;CEST;68,950
08.10.2024;06:15;CEST;06:30;CEST;-27,440
08.10.2024;06:30;CEST;06:45;CEST;28,250
08.10.2024;06:45;CEST;07:00;CEST;94,640
08.10.2024;07:00;CEST;07:15;CEST;108,420
08.10.2024;07:15;CEST;07:30;CEST;98,910
08.10.2024;07:30;CEST;07:45;CEST;105,040
08.10.2024;07:45;CEST;08:00;CEST;77,440
08.10.2024;08:00;CEST;08:15;CEST;72,380
08.10.2024;08:15;CEST;08:30;CEST;96,540
08.10.2024;08:30;CEST;08:45;CEST;88,930
08.10.2024;08:45;CEST;09:00;CEST;82,790
08.10.2024;09:00;CEST;09:15;CEST;80,180
08.10.2024;09:15;CEST;09:30;CEST;49,050
08.10.2024;09:30;CEST;09:45;CEST;0,170
08.10.2024;09:45;CEST;10:00;CEST;27,210
08.10.2024;10:00;CEST;10:15;CEST;85,600
08.10.2024;10:15;CEST;10:30;CEST;53,430
08.10.2024;10:30;CEST;10:45;CEST;62,020
08.10.2024;10:45;CEST;11:00;CEST;-3,710
08.10.2024;11:00;CEST;11:15;CEST;-0,580
08.10.2024;11:15;CEST;11:30;CEST;-7,460
08.10.2024;11:30;CEST;11:45;CEST;-2,630
08.10.2024;11:45;CEST;12:00;CEST;-0,520
08.10.2024;12:00;CEST;12:15;CEST;31,120
08.10.2024;12:15;CEST;12:30;CEST;37,920
08.10.2024;12:30;CEST;12:45;CEST;85,350
08.10.2024;12:45;CEST;13:00;CEST;109,240
08.10.2024;13:00;CEST;13:15;CEST;-2,850
08.10.2024;13:15;CEST;13:30;CEST;17,060
08.10.2024;13:30;CEST;13:45;CEST;17,310
08.10.2024;13:45;CEST;14:00;CEST;8,600
08.10.2024;14:00;CEST;14:15;CEST;106,290
08.10.2024;14:15;CEST;14:30;CEST;89,880
08.10.2024;14:30;CEST;14:45;CEST;107,700
08.10.2024;14:45;CEST;15:00;CEST;96,020
08.10.2024;15:00;CEST;15:15;CEST;71,240
08.10.2024;15:15;CEST;15:30;CEST;97,730
08.10.2024;15:30;CEST;15:45;CEST;105,630
08.10.2024;15:45;CEST;16:00;CEST;68,330
08.10.2024;16:00;CEST;16:15;CEST;16,260
08.10.2024;16:15;CEST;16:30;CEST;85,200
08.10.2024;16:30;CEST;16:45;CEST;106,670
08.10.2024;16:45;CEST;17:00;CEST;113,570
08.10.2024;17:00;CEST;17:15;CEST;80,700
08.10.2024;17:15;CEST;17:30;CEST;77,290
08.10.2024;17:30;CEST;17:45;CEST;76,690
08.10.2024;17:45;CEST;18:00;CEST;58,320
08.10.2024;18:00;CEST;18:15;CEST;33,940
08.10.2024;18:15;CEST;18:30;CEST;57,710
08.10.2024;18:30;CEST;18:45;CEST;74,560
08.10.2024;18:45;CEST;19:00;CEST;118,870
08.10.2024;19:00;CEST;19:15;CEST;128,850
08.10.2024;19:15;CEST;19:30;CEST;108,920
08.10.2024;19:30;CEST;19:45;CEST;118,690
08.10.2024;19:45;CEST;20:00;CEST;110,420
08.10.2024;20:00;CEST;20:15;CEST;98,000
08.10.2024;20:15;CEST;20:30;CEST;86,590
08.10.2024;20:30;CEST;20:45;CEST;81,860
08.10.2024;20:45;CEST;21:00;CEST;74,950
08.10.2024;21:00;CEST;21:15;CEST;96,000
08.10.2024;21:15;CEST;21:30;CEST;85,660
08.10.2024;21:30;CEST;21:45;CEST;75,220
08.10.2024;21:45;CEST;22:00;CEST;76,570
08.10.2024;22:00;CEST;22:15;CEST;91,690
08.10.2024;22:15;CEST;22:30;CEST;89,140
08.10.2024;22:30;CEST;22:45;CEST;68,330
08.10.2024;22:45;CEST;23:00;CEST;78,600
08.10.2024;23:00;CEST;23:15;CEST;88,000
08.10.2024;23:15;CEST;23:30;CEST;62,950
08.10.2024;23:30;CEST;23:45;CEST;65,960
08.10.2024;23:45;CEST;00:00;CEST;50,320
09.10.2024;00:00;CEST;00:15;CEST;78,300
09.10.2024;00:15;CEST;00:30;CEST;83,100
09.10.2024;00:30;CEST;00:45;CEST;67,210
09.10.2024;00:45;CEST;01:00;CEST;51,370
09.10.2024;01:00;CEST;01:15;CEST;66,210
09.10.2024;01:15;CEST;01:30;CEST;69,380
09.10.2024;01:30;CEST;01:45;CEST;77,230
09.10.2024;01:45;CEST;02:00;CEST;53,550
09.10.2024;02:00;CEST;02:15;CEST;64,050
09.10.2024;02:15;CEST;02:30;CEST;51,960
09.10.2024;02:30;CEST;02:45;CEST;66,050
09.10.2024;02:45;CEST;03:00;CEST;50,680
09.10.2024;03:00;CEST;03:15;CEST;53,890
09.10.2024;03:15;CEST;03:30;CEST;14,180
09.10.2024;03:30;CEST;03:45;CEST;23,090
09.10.2024;03:45;CEST;04:00;CEST;38,040
09.10.2024;04:00;CEST;04:15;CEST;28,290
09.10.2024;04:15;CEST;04:30;CEST;51,160
09.10.2024;04:30;CEST;04:45;CEST;52,710
09.10.2024;04:45;CEST;05:00;CEST;43,070
09.10.2024;05:00;CEST;05:15;CEST;41,390
09.10.2024;05:15;CEST;05:30;CEST;53,140
09.10.2024;05:30;CEST;05:45;CEST;91,820
09.10.2024;05:45;CEST;06:00;CEST;53,580
09.10.2024;06:00;CEST;06:15;CEST;89,440
09.10.2024;06:15;CEST;06:30;CEST;85,880
09.10.2024;06:30;CEST;06:45;CEST;90,370
09.10.2024;06:45;CEST;07:00;CEST;87,470
09.10.2024;07:00;CEST;07:15;CEST;89,120
09.10.2024;07:15;CEST;07:30;CEST;93,900
09.10.2024;07:30;CEST;07:45;CEST;96,500
09.10.2024;07:45;CEST;08:00;CEST;181,160
09.10.2024;08:00;CEST;08:15;CEST;147,700
09.10.2024;08:15;CEST;08:30;CEST;102,240
09.10.2024;08:30;CEST;08:45;CEST;88,300
09.10.2024;08:45;CEST;09:00;CEST;65,480
09.10.2024;09:00;CEST;09:15;CEST;56,520
09.10.2024;09:15;CEST;09:30;CEST;71,760
09.10.2024;09:30;CEST;09:45;CEST;68,400
09.10.2024;09:45;CEST;10:00;CEST;63,800
09.10.2024;10:00;CEST;10:15;CEST;126,450
09.10.2024;10:15;CEST;10:30;CEST;84,590
09.10.2024;10:30;CEST;10:45;CEST;29,900
09.10.2024;10:45;CEST;11:00;CEST;-2,380
09.10.2024;11:00;CEST;11:15;CEST;40,470
09.10.2024;11:15;CEST;11:30;CEST;111,290
09.10.2024;11:30;CEST;11:45;CEST;123,870
09.10.2024;11:45;CEST;12:00;CEST;109,060
09.10.2024;12:00;CEST;12:15;CEST;103,700
09.10.2024;12:15;CEST;12:30;CEST;78,290
09.10.2024;12:30;CEST;12:45;CEST;59,900
09.10.2024;12:45;CEST;13:00;CEST;69,190
09.10.2024;13:00;CEST;13:15;CEST;70,000
09.10.2024;13:15;CEST;13:30;CEST;97,550
09.10.2024;13:30;CEST;13:45;CEST;119,350
09.10.2024;13:45;CEST;14:00;CEST;91,690
09.10.2024;14:00;CEST;14:15;CEST;46,920
09.10.2024;14:15;CEST;14:30;CEST;54,030
09.10.2024;14:30;CEST;14:45;CEST;74,280
09.10.2024;14:45;CEST;15:00;CEST;74,370
09.10.2024;15:00;CEST;15:15;CEST;55,350
09.10.2024;15:15;CEST;15:30;CEST;101,740
09.10.2024;15:30;CEST;15:45;CEST;91,290
09.10.2024;15:45;CEST;16:00;CEST;47,180
09.10.2024;16:00;CEST;16:15;CEST;61,200
09.10.2024;16:15;CEST;16:30;CEST;100,050
09.10.2024;16:30;CEST;16:45;CEST;104,200
09.10.2024;16:45;CEST;17:00;CEST;95,200
09.10.2024;17:00;CEST;17:15;CEST;86,460
09.10.2024;17:15;CEST;17:30;CEST;95,120
09.10.2024;17:30;CEST;17:45;CEST;106,700
09.10.2024;17:45;CEST;18:00;CEST;119,340
09.10.2024;18:00;CEST;18:15;CEST;83,080
09.10.2024;18:15;CEST;18:30;CEST;92,600
09.10.2024;18:30;CEST;18:45;CEST;109,240
09.10.2024;18:45;CEST;19:00;CEST;112,380
09.10.2024;19:00;CEST;19:15;CEST;149,370
09.10.2024;19:15;CEST;19:30;CEST;58,140
09.10.2024;19:30;CEST;19:45;CEST;41,230
09.10.2024;19:45;CEST;20:00;CEST;34,360
09.10.2024;20:00;CEST;20:15;CEST;56,660
09.10.2024;20:15;CEST;20:30;CEST;42,180
09.10.2024;20:30;CEST;20:45;CEST;53,020
09.10.2024;20:45;CEST;21:00;CEST;54,460
09.10.2024;21:00;CEST;21:15;CEST;58,310
09.10.2024;21:15;CEST;21:30;CEST;73,980
09.10.2024;21:30;CEST;21:45;CEST;161,780
09.10.2024;21:45;CEST;22:00;CEST;104,760
09.10.2024;22:00;CEST;22:15;CEST;92,770
09.10.2024;22:15;CEST;22:30;CEST;70,550
09.10.2024;22:30;CEST;22:45;CEST;65,080
09.10.2024;22:45;CEST;23:00;CEST;66,840
09.10.2024;23:00;CEST;23:15;CEST;87,730
09.10.2024;23:15;CEST;23:30;CEST;101,670
09.10.2024;23:30;CEST;23:45;CEST;105,020
09.10.2024;23:45;CEST;00:00;CEST;91,770
10.10.2024;00:00;CEST;00:15;CEST;97,800
10.10.2024;00:15;CEST;00:30;CEST;64,860
10.10.2024;00:30;CEST;00:45;CEST;47,510
10.10.2024;00:45;CEST;01:00;CEST;50,030
10.10.2024;01:00;CEST;01:15;CEST;96,040
10.10.2024;01:15;CEST;01:30;CEST;64,370
10.10.2024;01:30;CEST;01:45;CEST;71,050
10.10.2024;01:45;CEST;02:00;CEST;54,970
10.10.2024;02:00;CEST;02:15;CEST;77,330
10.10.2024;02:15;CEST;02:30;CEST;43,490
10.10.2024;02:30;CEST;02:45;CEST;30,910
10.10.2024;02:45;CEST;03:00;CEST;15,600
10.10.2024;03:00;CEST;03:15;CEST;42,110
10.10.2024;03:15;CEST;03:30;CEST;16,380
10.10.2024;03:30;CEST;03:45;CEST;14,990
10.10.2024;03:45;CEST;04:00;CEST;-2,140
10.10.2024;04:00;CEST;04:15;CEST;51,660
10.10.2024;04:15;CEST;04:30;CEST;51,490
10.10.2024;04:30;CEST;04:45;CEST;30,230
10.10.2024;04:45;CEST;05:00;CEST;23,390
10.10.2024;05:00;CEST;05:15;CEST;1,390
10.10.2024;05:15;CEST;05:30;CEST;-3,260
10.10.2024;05:30;CEST;05:45;CEST;-4,410
10.10.2024;05:45;CEST;06:00;CEST;2,550
10.10.2024;06:00;CEST;06:15;CEST;38,930
10.10.2024;06:15;CEST;06:30;CEST;61,760
10.10.2024;06:30;CEST;06:45;CEST;117,810
10.10.2024;06:45;CEST;07:00;CEST;126,100
10.10.2024;07:00;CEST;07:15;CEST;95,000
10.10.2024;07:15;CEST;07:30;CEST;108,710
10.10.2024;07:30;CEST;07:45;CEST;101,960
10.10.2024;07:45;CEST;08:00;CEST;100,490
10.10.2024;08:00;CEST;08:15;CEST;118,910
10.10.2024;08:15;CEST;08:30;CEST;109,920
10.10.2024;08:30;CEST;08:45;CEST;53,730
10.10.2024;08:45;CEST;09:00;CEST;34,820
10.10.2024;09:00;CEST;09:15;CEST;74,920
10.10.2024;09:15;CEST;09:30;CEST;72,170
10.10.2024;09:30;CEST;09:45;CEST;37,380
10.10.2024;09:45;CEST;10:00;CEST;222,040
10.10.2024;10:00;CEST;10:15;CEST;106,450
10.10.2024;10:15;CEST;10:30;CEST;83,800
10.10.2024;10:30;CEST;10:45;CEST;81,100
10.10.2024;10:45;CEST;11:00;CEST;60,240
10.10.2024;11:00;CEST;11:15;CEST;83,570
10.10.2024;11:15;CEST;11:30;CEST;86,630
10.10.2024;11:30;CEST;11:45;CEST;69,100
10.10.2024;11:45;CEST;12:00;CEST;11,610
10.10.2024;12:00;CEST;12:15;CEST;39,620
10.10.2024;12:15;CEST;12:30;CEST;37,280
10.10.2024;12:30;CEST;12:45;CEST;7,520
10.10.2024;12:45;CEST;13:00;CEST;17,760
10.10.2024;13:00;CEST;13:15;CEST;72,540
10.10.2024;13:15;CEST;13:30;CEST;37,640
10.10.2024;13:30;CEST;13:45;CEST;34,920
10.10.2024;13:45;CEST;14:00;CEST;47,840
10.10.2024;14:00;CEST;14:15;CEST;-3,300
10.10.2024;14:15;CEST;14:30;CEST;1,010
10.10.2024;14:30;CEST;14:45;CEST;65,900
10.10.2024;14:45;CEST;15:00;CEST;53,010
10.10.2024;15:00;CEST;15:15;CEST;-1,490
10.10.2024;15:15;CEST;15:30;CEST;12,860
10.10.2024;15:30;CEST;15:45;CEST;102,380
10.10.2024;15:45;CEST;16:00;CEST;95,540
10.10.2024;16:00;CEST;16:15;CEST;51,570
10.10.2024;16:15;CEST;16:30;CEST;49,690
10.10.2024;16:30;CEST;16:45;CEST;29,100
10.10.2024;16:45;CEST;17:00;CEST;26,280
10.10.2024;17:00;CEST;17:15;CEST;18,860
10.10.2024;17:15;CEST;17:30;CEST;38,230
10.10.2024;17:30;CEST;17:45;CEST;85,110
10.10.2024;17:45;CEST;18:00;CEST;139,400
10.10.2024;18:00;CEST;18:15;CEST;92,390
10.10.2024;18:15;CEST;18:30;CEST;122,860
10.10.2024;18:30;CEST;18:45;CEST;87,770
10.10.2024;18:45;CEST;19:00;CEST;52,050
10.10.2024;19:00;CEST;19:15;CEST;133,760
10.10.2024;19:15;CEST;19:30;CEST;101,540
10.10.2024;19:30;CEST;19:45;CEST;106,720
10.10.2024;19:45;CEST;20:00;CEST;104,700
10.10.2024;20:00;CEST;20:15;CEST;145,340
10.10.2024;20:15;CEST;20:30;CEST;125,340
10.10.2024;20:30;CEST;20:45;CEST;108,670
10.10.2024;20:45;CEST;21:00;CEST;94,230
10.10.2024;21:00;CEST;21:15;CEST;101,520
10.10.2024;21:15;CEST;21:30;CEST;100,710
10.10.2024;21:30;CEST;21:45;CEST;88,570
10.10.2024;21:45;CEST;22:00;CEST;77,760
10.10.2024;22:00;CEST;22:15;CEST;126,930
10.10.2024;22:15;CEST;22:30;CEST;121,290
10.10.2024;22:30;CEST;22:45;CEST;114,070
10.10.2024;22:45;CEST;23:00;CEST;115,490
10.10.2024;23:00;CEST;23:15;CEST;114,590
10.10.2024;23:15;CEST;23:30;CEST;97,920
10.10.2024;23:30;CEST;23:45;CEST;99,210
10.10.2024;23:45;CEST;00:00;CEST;99,750
11.10.2024;00:00;CEST;00:15;CEST;99,030
11.10.2024;00:15;CEST;00:30;CEST;93,870
11.10.2024;00:30;CEST;00:45;CEST;81,260
11.10.2024;00:45;CEST;01:00;CEST;66,190
11.10.2024;01:00;CEST;01:15;CEST;77,650
11.10.2024;01:15;CEST;01:30;CEST;74,730
11.10.2024;01:30;CEST;01:45;CEST;83,330
11.10.2024;01:45;CEST;02:00;CEST;55,230
11.10.2024;02:00;CEST;02:15;CEST;54,180
11.10.2024;02:15;CEST;02:30;CEST;55,220
11.10.2024;02:30;CEST;02:45;CEST;52,600
11.10.2024;02:45;CEST;03:00;CEST;68,130
11.10.2024;03:00;CEST;03:15;CEST;52,020
11.10.2024;03:15;CEST;03:30;CEST;21,610
11.10.2024;03:30;CEST;03:45;CEST;38,690
11.10.2024;03:45;CEST;04:00;CEST;-4,800
11.10.2024;04:00;CEST;04:15;CEST;-1,370
11.10.2024;04:15;CEST;04:30;CEST;21,970
11.10.2024;04:30;CEST;04:45;CEST;110,370
11.10.2024;04:45;CEST;05:00;CEST;91,450
11.10.2024;05:00;CEST;05:15;CEST;68,540
11.10.2024;05:15;CEST;05:30;CEST;55,220
11.10.2024;05:30;CEST;05:45;CEST;37,350
11.10.2024;05:45;CEST;06:00;CEST;69,820
11.10.2024;06:00;CEST;06:15;CEST;37,360
11.10.2024;06:15;CEST;06:30;CEST;92,610
11.10.2024;06:30;CEST;06:45;CEST;84,290
11.10.2024;06:45;CEST;07:00;CEST;99,720
11.10.2024;07:00;CEST;07:15;CEST;78,790
11.10.2024;07:15;CEST;07:30;CEST;70,630
11.10.2024;07:30;CEST;07:45;CEST;94,330
11.10.2024;07:45;CEST;08:00;CEST;162,210
11.10.2024;08:00;CEST;08:15;CEST;134,980
11.10.2024;08:15;CEST;08:30;CEST;134,560
11.10.2024;08:30;CEST;08:45;CEST;124,700
11.10.2024;08:45;CEST;09:00;CEST;119,920
11.10.2024;09:00;CEST;09:15;CEST;143,220
11.10.2024;09:15;CEST;09:30;CEST;291,040
11.10.2024;09:30;CEST;09:45;CEST;214,360
11.10.2024;09:45;CEST;10:00;CEST;51,370
11.10.2024;10:00;CEST;10:15;CEST;90,430
11.10.2024;10:15;CEST;10:30;CEST;76,680
11.10.2024;10:30;CEST;10:45;CEST;73,070
11.10.2024;10:45;CEST;11:00;CEST;60,550
11.10.2024;11:00;CEST;11:15;CEST;83,170
11.10.2024;11:15;CEST;11:30;CEST;107,850
11.10.2024;11:30;CEST;11:45;CEST;60,690
11.10.2024;11:45;CEST;12:00;CEST;52,430
11.10.2024;12:00;CEST;12:15;CEST;76,080
11.10.2024;12:15;CEST;12:30;CEST;24,160
11.10.2024;12:30;CEST;12:45;CEST;2,520
11.10.2024;12:45;CEST;13:00;CEST;1,060
11.10.2024;13:00;CEST;13:15;CEST;73,830
11.10.2024;13:15;CEST;13:30;CEST;84,480
11.10.2024;13:30;CEST;13:45;CEST;58,920
11.10.2024;13:45;CEST;14:00;CEST;47,700
11.10.2024;14:00;CEST;14:15;CEST;64,040
11.10.2024;14:15;CEST;14:30;CEST;86,050
11.10.2024;14:30;CEST;14:45;CEST;83,000
11.10.2024;14:45;CEST;15:00;CEST;78,700
11.10.2024;15:00;CEST;15:15;CEST;49,870
11.10.2024;15:15;CEST;15:30;CEST;-2,410
11.10.2024;15:30;CEST;15:45;CEST;44,770
11.10.2024;15:45;CEST;16:00;CEST;70,710
11.10.2024;16:00;CEST;16:15;CEST;59,570
11.10.2024;16:15;CEST;16:30;CEST;79,710
11.10.2024;16:30;CEST;16:45;CEST;107,810
11.10.2024;16:45;CEST;17:00;CEST;117,620
11.10.2024;17:00;CEST;17:15;CEST;44,590
11.10.2024;17:15;CEST;17:30;CEST;4,580
11.10.2024;17:30;CEST;17:45;CEST;75,540
11.10.2024;17:45;CEST;18:00;CEST;112,850
11.10.2024;18:00;CEST;18:15;CEST;28,840
11.10.2024;18:15;CEST;18:30;CEST;84,140
11.10.2024;18:30;CEST;18:45;CEST;83,710
11.10.2024;18:45;CEST;19:00;CEST;95,780
11.10.2024;19:00;CEST;19:15;CEST;86,000
11.10.2024;19:15;CEST;19:30;CEST;91,090
11.10.2024;19:30;CEST;19:45;CEST;100,110
11.10.2024;19:45;CEST;20:00;CEST;88,930
11.10.2024;20:00;CEST;20:15;CEST;128,450
11.10.2024;20:15;CEST;20:30;CEST;83,850
11.10.2024;20:30;CEST;20:45;CEST;78,490
11.10.2024;20:45;CEST;21:00;CEST;78,520
11.10.2024;21:00;CEST;21:15;CEST;88,040
11.10.2024;21:15;CEST;21:30;CEST;91,730
11.10.2024;21:30;CEST;21:45;CEST;76,450
11.10.2024;21:45;CEST;22:00;CEST;80,290
11.10.2024;22:00;CEST;22:15;CEST;77,870
11.10.2024;22:15;CEST;22:30;CEST;51,750
11.10.2024;22:30;CEST;22:45;CEST;39,320
11.10.2024;22:45;CEST;23:00;CEST;42,100
11.10.2024;23:00;CEST;23:15;CEST;76,340
11.10.2024;23:15;CEST;23:30;CEST;89,340
11.10.2024;23:30;CEST;23:45;CEST;87,320
11.10.2024;23:45;CEST;00:00;CEST;85,670
12.10.2024;00:00;CEST;00:15;CEST;71,490
12.10.2024;00:15;CEST;00:30;CEST;77,100
12.10.2024;00:30;CEST;00:45;CEST;36,710
12.10.2024;00:45;CEST;01:00;CEST;-0,040
12.10.2024;01:00;CEST;01:15;CEST;34,970
12.10.2024;01:15;CEST;01:30;CEST;83,840
12.10.2024;01:30;CEST;01:45;CEST;84,340
12.10.2024;01:45;CEST;02:00;CEST;128,180
12.10.2024;02:00;CEST;02:15;CEST;123,760
12.10.2024;02:15;CEST;02:30;CEST;99,100
12.10.2024;02:30;CEST;02:45;CEST;76,040
12.10.2024;02:45;CEST;03:00;CEST;35,620
12.10.2024;03:00;CEST;03:15;CEST;65,000
