Datum;Von;Bis;kW;;;
30.10.2023 14:00;;;595,9;;30.10.2023 13:45;595,9
30.10.2023 14:15;;;592,5;;30.10.2023 14:00;592,5
30.10.2023 14:30;;;602,1;;30.10.2023 14:15;602,1
30.10.2023 14:45;;;600,2;;30.10.2023 14:30;600,2
30.10.2023 15:00;;;597,2;;30.10.2023 14:45;597,2
30.10.2023 15:15;;;599,4;;30.10.2023 15:00;599,4
30.10.2023 15:30;;;603,5;;30.10.2023 15:15;603,5
30.10.2023 15:45;;;614,5;;30.10.2023 15:30;614,5
30.10.2023 16:00;;;620;;30.10.2023 15:45;620
30.10.2023 16:15;;;609,7;;30.10.2023 16:00;609,7
30.10.2023 16:30;;;610,2;;30.10.2023 16:15;610,2
30.10.2023 16:45;;;635;;30.10.2023 16:30;635
30.10.2023 17:00;;;635;;30.10.2023 16:45;635
30.10.2023 17:15;;;635;;30.10.2023 17:00;635
30.10.2023 17:30;;;610;;30.10.2023 17:15;610
30.10.2023 17:45;;;630;;30.10.2023 17:30;630
30.10.2023 18:00;;;605;;30.10.2023 17:45;605
30.10.2023 18:15;;;595;;30.10.2023 18:00;595
30.10.2023 18:30;;;595;;30.10.2023 18:15;595
30.10.2023 18:45;;;585;;30.10.2023 18:30;585
30.10.2023 19:00;;;585;;30.10.2023 18:45;585
30.10.2023 19:15;;;570;;30.10.2023 19:00;570
30.10.2023 19:30;;;530;;30.10.2023 19:15;530
30.10.2023 19:45;;;470;;30.10.2023 19:30;470
30.10.2023 20:00;;;410;;30.10.2023 19:45;410
30.10.2023 20:15;;;360;;30.10.2023 20:00;360
30.10.2023 20:30;;;330;;30.10.2023 20:15;330
30.10.2023 20:45;;;330;;30.10.2023 20:30;330
30.10.2023 21:00;;;265;;30.10.2023 20:45;265
30.10.2023 21:15;;;235;;30.10.2023 21:00;235
30.10.2023 21:30;;;230;;30.10.2023 21:15;230
30.10.2023 21:45;;;220;;30.10.2023 21:30;220
30.10.2023 22:00;;;220;;30.10.2023 21:45;220
30.10.2023 22:15;;;220;;30.10.2023 22:00;220
30.10.2023 22:30;;;210;;30.10.2023 22:15;210
30.10.2023 22:45;;;205;;30.10.2023 22:30;205
30.10.2023 23:00;;;205;;30.10.2023 22:45;205
30.10.2023 23:15;;;200;;30.10.2023 23:00;200
30.10.2023 23:30;;;190;;30.10.2023 23:15;190
30.10.2023 23:45;;;200;;30.10.2023 23:30;200
31.10.2023 00:00;;;195;;30.10.2023 23:45;195
31.10.2023 00:15;;;195;;31.10.2023 00:00;195
31.10.2023 00:30;;;195;;31.10.2023 00:15;195
31.10.2023 00:45;;;195;;31.10.2023 00:30;195
31.10.2023 01:00;;;205;;31.10.2023 00:45;205
31.10.2023 01:15;;;190;;31.10.2023 01:00;190
31.10.2023 01:30;;;190;;31.10.2023 01:15;190
31.10.2023 01:45;;;190;;31.10.2023 01:30;190
31.10.2023 02:00;;;185;;31.10.2023 01:45;185
31.10.2023 02:15;;;180;;31.10.2023 02:00;180
31.10.2023 02:30;;;185;;31.10.2023 02:15;185
31.10.2023 02:45;;;175;;31.10.2023 02:30;175
31.10.2023 03:00;;;180;;31.10.2023 02:45;180
31.10.2023 03:15;;;175;;31.10.2023 03:00;175
31.10.2023 03:30;;;180;;31.10.2023 03:15;180
31.10.2023 03:45;;;180;;31.10.2023 03:30;180
31.10.2023 04:00;;;180;;31.10.2023 03:45;180
31.10.2023 04:15;;;180;;31.10.2023 04:00;180
31.10.2023 04:30;;;190;;31.10.2023 04:15;190
31.10.2023 04:45;;;180;;31.10.2023 04:30;180
31.10.2023 05:00;;;180;;31.10.2023 04:45;180
31.10.2023 05:15;;;180;;31.10.2023 05:00;180
31.10.2023 05:30;;;175;;31.10.2023 05:15;175
31.10.2023 05:45;;;180;;31.10.2023 05:30;180
31.10.2023 06:00;;;175;;31.10.2023 05:45;175
31.10.2023 06:15;;;185;;31.10.2023 06:00;185
31.10.2023 06:30;;;185;;31.10.2023 06:15;185
31.10.2023 06:45;;;175;;31.10.2023 06:30;175
31.10.2023 07:00;;;175;;31.10.2023 06:45;175
31.10.2023 07:15;;;180;;31.10.2023 07:00;180
31.10.2023 07:30;;;170;;31.10.2023 07:15;170
31.10.2023 07:45;;;170;;31.10.2023 07:30;170
31.10.2023 08:00;;;185,8;;31.10.2023 07:45;185,8
31.10.2023 08:15;;;182,3;;31.10.2023 08:00;182,3
31.10.2023 08:30;;;194,9;;31.10.2023 08:15;194,9
31.10.2023 08:45;;;185,3;;31.10.2023 08:30;185,3
31.10.2023 09:00;;;187,7;;31.10.2023 08:45;187,7
31.10.2023 09:15;;;190,4;;31.10.2023 09:00;190,4
31.10.2023 09:30;;;202,3;;31.10.2023 09:15;202,3
31.10.2023 09:45;;;212,6;;31.10.2023 09:30;212,6
31.10.2023 10:00;;;226,8;;31.10.2023 09:45;226,8
31.10.2023 10:15;;;259;;31.10.2023 10:00;259
31.10.2023 10:30;;;254,2;;31.10.2023 10:15;254,2
31.10.2023 10:45;;;249;;31.10.2023 10:30;249
31.10.2023 11:00;;;257,9;;31.10.2023 10:45;257,9
31.10.2023 11:15;;;256,6;;31.10.2023 11:00;256,6
31.10.2023 11:30;;;255,6;;31.10.2023 11:15;255,6
31.10.2023 11:45;;;248,9;;31.10.2023 11:30;248,9
31.10.2023 12:00;;;245,2;;31.10.2023 11:45;245,2
31.10.2023 12:15;;;250,8;;31.10.2023 12:00;250,8
31.10.2023 12:30;;;260,1;;31.10.2023 12:15;260,1
31.10.2023 12:45;;;258,3;;31.10.2023 12:30;258,3
31.10.2023 13:00;;;250,1;;31.10.2023 12:45;250,1
31.10.2023 13:15;;;251,9;;31.10.2023 13:00;251,9
31.10.2023 13:30;;;247,5;;31.10.2023 13:15;247,5
31.10.2023 13:45;;;249,6;;31.10.2023 13:30;249,6
31.10.2023 14:00;;;237,1;;31.10.2023 13:45;237,1
31.10.2023 14:15;;;243,8;;31.10.2023 14:00;243,8
31.10.2023 14:30;;;245;;31.10.2023 14:15;245
31.10.2023 14:45;;;260,3;;31.10.2023 14:30;260,3
31.10.2023 15:00;;;264,1;;31.10.2023 14:45;264,1
31.10.2023 15:15;;;274,1;;31.10.2023 15:00;274,1
31.10.2023 15:30;;;257,1;;31.10.2023 15:15;257,1
31.10.2023 15:45;;;238,6;;31.10.2023 15:30;238,6
31.10.2023 16:00;;;231,9;;31.10.2023 15:45;231,9
31.10.2023 16:15;;;239,6;;31.10.2023 16:00;239,6
31.10.2023 16:30;;;245,1;;31.10.2023 16:15;245,1
31.10.2023 16:45;;;250;;31.10.2023 16:30;250
31.10.2023 17:00;;;245;;31.10.2023 16:45;245
31.10.2023 17:15;;;250;;31.10.2023 17:00;250
31.10.2023 17:30;;;260;;31.10.2023 17:15;260
31.10.2023 17:45;;;240;;31.10.2023 17:30;240
31.10.2023 18:00;;;230;;31.10.2023 17:45;230
31.10.2023 18:15;;;225;;31.10.2023 18:00;225
31.10.2023 18:30;;;220;;31.10.2023 18:15;220
31.10.2023 18:45;;;220;;31.10.2023 18:30;220
31.10.2023 19:00;;;215;;31.10.2023 18:45;215
31.10.2023 19:15;;;220;;31.10.2023 19:00;220
31.10.2023 19:30;;;205;;31.10.2023 19:15;205
31.10.2023 19:45;;;200;;31.10.2023 19:30;200
31.10.2023 20:00;;;205;;31.10.2023 19:45;205
31.10.2023 20:15;;;220;;31.10.2023 20:00;220
31.10.2023 20:30;;;205;;31.10.2023 20:15;205
31.10.2023 20:45;;;200;;31.10.2023 20:30;200
31.10.2023 21:00;;;215;;31.10.2023 20:45;215
31.10.2023 21:15;;;195;;31.10.2023 21:00;195
31.10.2023 21:30;;;200;;31.10.2023 21:15;200
31.10.2023 21:45;;;190;;31.10.2023 21:30;190
31.10.2023 22:00;;;190;;31.10.2023 21:45;190
31.10.2023 22:15;;;185;;31.10.2023 22:00;185
31.10.2023 22:30;;;185;;31.10.2023 22:15;185
31.10.2023 22:45;;;195;;31.10.2023 22:30;195
31.10.2023 23:00;;;190;;31.10.2023 22:45;190
31.10.2023 23:15;;;195;;31.10.2023 23:00;195
31.10.2023 23:30;;;180;;31.10.2023 23:15;180
31.10.2023 23:45;;;185;;31.10.2023 23:30;185
01.11.2023 00:00;;;180;;31.10.2023 23:45;180
01.11.2023 00:15;;;190;;01.11.2023 00:00;190
01.11.2023 00:30;;;185;;01.11.2023 00:15;185
01.11.2023 00:45;;;180;;01.11.2023 00:30;180
01.11.2023 01:00;;;190;;01.11.2023 00:45;190
01.11.2023 01:15;;;185;;01.11.2023 01:00;185
01.11.2023 01:30;;;185;;01.11.2023 01:15;185
01.11.2023 01:45;;;185;;01.11.2023 01:30;185
01.11.2023 02:00;;;185;;01.11.2023 01:45;185
01.11.2023 02:15;;;195;;01.11.2023 02:00;195
01.11.2023 02:30;;;185;;01.11.2023 02:15;185
01.11.2023 02:45;;;185;;01.11.2023 02:30;185
01.11.2023 03:00;;;175;;01.11.2023 02:45;175
01.11.2023 03:15;;;185;;01.11.2023 03:00;185
01.11.2023 03:30;;;180;;01.11.2023 03:15;180
01.11.2023 03:45;;;180;;01.11.2023 03:30;180
01.11.2023 04:00;;;180;;01.11.2023 03:45;180
01.11.2023 04:15;;;180;;01.11.2023 04:00;180
01.11.2023 04:30;;;180;;01.11.2023 04:15;180
01.11.2023 04:45;;;175;;01.11.2023 04:30;175
01.11.2023 05:00;;;180;;01.11.2023 04:45;180
01.11.2023 05:15;;;170;;01.11.2023 05:00;170
01.11.2023 05:30;;;180;;01.11.2023 05:15;180
01.11.2023 05:45;;;175;;01.11.2023 05:30;175
01.11.2023 06:00;;;170;;01.11.2023 05:45;170
01.11.2023 06:15;;;185;;01.11.2023 06:00;185
01.11.2023 06:30;;;185;;01.11.2023 06:15;185
01.11.2023 06:45;;;175;;01.11.2023 06:30;175
01.11.2023 07:00;;;185;;01.11.2023 06:45;185
01.11.2023 07:15;;;185;;01.11.2023 07:00;185
01.11.2023 07:30;;;192,1;;01.11.2023 07:15;192,1
01.11.2023 07:45;;;203,5;;01.11.2023 07:30;203,5
01.11.2023 08:00;;;229,9;;01.11.2023 07:45;229,9
01.11.2023 08:15;;;243,7;;01.11.2023 08:00;243,7
01.11.2023 08:30;;;243,6;;01.11.2023 08:15;243,6
01.11.2023 08:45;;;295,5;;01.11.2023 08:30;295,5
01.11.2023 09:00;;;346,4;;01.11.2023 08:45;346,4
01.11.2023 09:15;;;367,9;;01.11.2023 09:00;367,9
01.11.2023 09:30;;;398,2;;01.11.2023 09:15;398,2
01.11.2023 09:45;;;406;;01.11.2023 09:30;406
01.11.2023 10:00;;;423;;01.11.2023 09:45;423
01.11.2023 10:15;;;453,8;;01.11.2023 10:00;453,8
01.11.2023 10:30;;;508,7;;01.11.2023 10:15;508,7
01.11.2023 10:45;;;541;;01.11.2023 10:30;541
01.11.2023 11:00;;;511,7;;01.11.2023 10:45;511,7
01.11.2023 11:15;;;556,8;;01.11.2023 11:00;556,8
01.11.2023 11:30;;;582,7;;01.11.2023 11:15;582,7
01.11.2023 11:45;;;585,3;;01.11.2023 11:30;585,3
01.11.2023 12:00;;;599,2;;01.11.2023 11:45;599,2
01.11.2023 12:15;;;609,5;;01.11.2023 12:00;609,5
01.11.2023 12:30;;;629,2;;01.11.2023 12:15;629,2
01.11.2023 12:45;;;629,7;;01.11.2023 12:30;629,7
01.11.2023 13:00;;;624,8;;01.11.2023 12:45;624,8
01.11.2023 13:15;;;631,9;;01.11.2023 13:00;631,9
01.11.2023 13:30;;;616,5;;01.11.2023 13:15;616,5
01.11.2023 13:45;;;605,6;;01.11.2023 13:30;605,6
01.11.2023 14:00;;;634,2;;01.11.2023 13:45;634,2
01.11.2023 14:15;;;634,1;;01.11.2023 14:00;634,1
01.11.2023 14:30;;;619,9;;01.11.2023 14:15;619,9
01.11.2023 14:45;;;624,3;;01.11.2023 14:30;624,3
01.11.2023 15:00;;;622,9;;01.11.2023 14:45;622,9
01.11.2023 15:15;;;618,5;;01.11.2023 15:00;618,5
01.11.2023 15:30;;;624;;01.11.2023 15:15;624
01.11.2023 15:45;;;628,6;;01.11.2023 15:30;628,6
01.11.2023 16:00;;;618,6;;01.11.2023 15:45;618,6
01.11.2023 16:15;;;626,5;;01.11.2023 16:00;626,5
01.11.2023 16:30;;;615,1;;01.11.2023 16:15;615,1
01.11.2023 16:45;;;630;;01.11.2023 16:30;630
01.11.2023 17:00;;;625;;01.11.2023 16:45;625
01.11.2023 17:15;;;620;;01.11.2023 17:00;620
01.11.2023 17:30;;;605;;01.11.2023 17:15;605
01.11.2023 17:45;;;595;;01.11.2023 17:30;595
01.11.2023 18:00;;;595;;01.11.2023 17:45;595
01.11.2023 18:15;;;590;;01.11.2023 18:00;590
01.11.2023 18:30;;;580;;01.11.2023 18:15;580
01.11.2023 18:45;;;585;;01.11.2023 18:30;585
01.11.2023 19:00;;;575;;01.11.2023 18:45;575
01.11.2023 19:15;;;580;;01.11.2023 19:00;580
01.11.2023 19:30;;;555;;01.11.2023 19:15;555
01.11.2023 19:45;;;485;;01.11.2023 19:30;485
01.11.2023 20:00;;;425;;01.11.2023 19:45;425
01.11.2023 20:15;;;365;;01.11.2023 20:00;365
01.11.2023 20:30;;;345;;01.11.2023 20:15;345
01.11.2023 20:45;;;305;;01.11.2023 20:30;305
01.11.2023 21:00;;;275;;01.11.2023 20:45;275
01.11.2023 21:15;;;255;;01.11.2023 21:00;255
01.11.2023 21:30;;;245;;01.11.2023 21:15;245
01.11.2023 21:45;;;230;;01.11.2023 21:30;230
01.11.2023 22:00;;;220;;01.11.2023 21:45;220
01.11.2023 22:15;;;210;;01.11.2023 22:00;210
01.11.2023 22:30;;;210;;01.11.2023 22:15;210
01.11.2023 22:45;;;215;;01.11.2023 22:30;215
01.11.2023 23:00;;;210;;01.11.2023 22:45;210
01.11.2023 23:15;;;210;;01.11.2023 23:00;210
01.11.2023 23:30;;;210;;01.11.2023 23:15;210
01.11.2023 23:45;;;200;;01.11.2023 23:30;200
02.11.2023 00:00;;;210;;01.11.2023 23:45;210
02.11.2023 00:15;;;215;;02.11.2023 00:00;215
02.11.2023 00:30;;;210;;02.11.2023 00:15;210
02.11.2023 00:45;;;200;;02.11.2023 00:30;200
02.11.2023 01:00;;;205;;02.11.2023 00:45;205
02.11.2023 01:15;;;205;;02.11.2023 01:00;205
02.11.2023 01:30;;;200;;02.11.2023 01:15;200
02.11.2023 01:45;;;205;;02.11.2023 01:30;205
02.11.2023 02:00;;;205;;02.11.2023 01:45;205
02.11.2023 02:15;;;200;;02.11.2023 02:00;200
02.11.2023 02:30;;;195;;02.11.2023 02:15;195
02.11.2023 02:45;;;200;;02.11.2023 02:30;200
02.11.2023 03:00;;;200;;02.11.2023 02:45;200
02.11.2023 03:15;;;205;;02.11.2023 03:00;205
02.11.2023 03:30;;;195;;02.11.2023 03:15;195
02.11.2023 03:45;;;200;;02.11.2023 03:30;200
02.11.2023 04:00;;;195;;02.11.2023 03:45;195
02.11.2023 04:15;;;175;;02.11.2023 04:00;175
02.11.2023 04:30;;;180;;02.11.2023 04:15;180
02.11.2023 04:45;;;185;;02.11.2023 04:30;185
02.11.2023 05:00;;;180;;02.11.2023 04:45;180
02.11.2023 05:15;;;180;;02.11.2023 05:00;180
02.11.2023 05:30;;;180;;02.11.2023 05:15;180
02.11.2023 05:45;;;175;;02.11.2023 05:30;175
02.11.2023 06:00;;;175;;02.11.2023 05:45;175
02.11.2023 06:15;;;180;;02.11.2023 06:00;180
02.11.2023 06:30;;;185;;02.11.2023 06:15;185
02.11.2023 06:45;;;185;;02.11.2023 06:30;185
02.11.2023 07:00;;;190,1;;02.11.2023 06:45;190,1
02.11.2023 07:15;;;214,7;;02.11.2023 07:00;214,7
02.11.2023 07:30;;;203,7;;02.11.2023 07:15;203,7
02.11.2023 07:45;;;214,2;;02.11.2023 07:30;214,2
02.11.2023 08:00;;;249,2;;02.11.2023 07:45;249,2
02.11.2023 08:15;;;264,8;;02.11.2023 08:00;264,8
02.11.2023 08:30;;;255,2;;02.11.2023 08:15;255,2
02.11.2023 08:45;;;292,5;;02.11.2023 08:30;292,5
02.11.2023 09:00;;;318,1;;02.11.2023 08:45;318,1
02.11.2023 09:15;;;348,8;;02.11.2023 09:00;348,8
02.11.2023 09:30;;;366,3;;02.11.2023 09:15;366,3
02.11.2023 09:45;;;387,5;;02.11.2023 09:30;387,5
02.11.2023 10:00;;;395,8;;02.11.2023 09:45;395,8
02.11.2023 10:15;;;452,9;;02.11.2023 10:00;452,9
02.11.2023 10:30;;;489,5;;02.11.2023 10:15;489,5
02.11.2023 10:45;;;532,6;;02.11.2023 10:30;532,6
02.11.2023 11:00;;;545,9;;02.11.2023 10:45;545,9
02.11.2023 11:15;;;568,2;;02.11.2023 11:00;568,2
02.11.2023 11:30;;;550,2;;02.11.2023 11:15;550,2
02.11.2023 11:45;;;555,5;;02.11.2023 11:30;555,5
02.11.2023 12:00;;;555,1;;02.11.2023 11:45;555,1
02.11.2023 12:15;;;570,9;;02.11.2023 12:00;570,9
02.11.2023 12:30;;;566,3;;02.11.2023 12:15;566,3
02.11.2023 12:45;;;576,2;;02.11.2023 12:30;576,2
02.11.2023 13:00;;;567,9;;02.11.2023 12:45;567,9
02.11.2023 13:15;;;589,6;;02.11.2023 13:00;589,6
02.11.2023 13:30;;;585,3;;02.11.2023 13:15;585,3
02.11.2023 13:45;;;589;;02.11.2023 13:30;589
02.11.2023 14:00;;;579,3;;02.11.2023 13:45;579,3
02.11.2023 14:15;;;572,1;;02.11.2023 14:00;572,1
02.11.2023 14:30;;;565,5;;02.11.2023 14:15;565,5
02.11.2023 14:45;;;586,7;;02.11.2023 14:30;586,7
02.11.2023 15:00;;;570,5;;02.11.2023 14:45;570,5
02.11.2023 15:15;;;599,8;;02.11.2023 15:00;599,8
02.11.2023 15:30;;;596,1;;02.11.2023 15:15;596,1
02.11.2023 15:45;;;586,3;;02.11.2023 15:30;586,3
02.11.2023 16:00;;;600,1;;02.11.2023 15:45;600,1
02.11.2023 16:15;;;608,1;;02.11.2023 16:00;608,1
02.11.2023 16:30;;;620,3;;02.11.2023 16:15;620,3
02.11.2023 16:45;;;615;;02.11.2023 16:30;615
02.11.2023 17:00;;;605;;02.11.2023 16:45;605
02.11.2023 17:15;;;600;;02.11.2023 17:00;600
02.11.2023 17:30;;;620;;02.11.2023 17:15;620
02.11.2023 17:45;;;600;;02.11.2023 17:30;600
02.11.2023 18:00;;;590;;02.11.2023 17:45;590
02.11.2023 18:15;;;580;;02.11.2023 18:00;580
02.11.2023 18:30;;;580;;02.11.2023 18:15;580
02.11.2023 18:45;;;590;;02.11.2023 18:30;590
02.11.2023 19:00;;;560;;02.11.2023 18:45;560
02.11.2023 19:15;;;580;;02.11.2023 19:00;580
02.11.2023 19:30;;;520;;02.11.2023 19:15;520
02.11.2023 19:45;;;485;;02.11.2023 19:30;485
02.11.2023 20:00;;;425;;02.11.2023 19:45;425
02.11.2023 20:15;;;365;;02.11.2023 20:00;365
02.11.2023 20:30;;;335;;02.11.2023 20:15;335
02.11.2023 20:45;;;300;;02.11.2023 20:30;300
02.11.2023 21:00;;;275;;02.11.2023 20:45;275
02.11.2023 21:15;;;245;;02.11.2023 21:00;245
02.11.2023 21:30;;;225;;02.11.2023 21:15;225
02.11.2023 21:45;;;215;;02.11.2023 21:30;215
02.11.2023 22:00;;;220;;02.11.2023 21:45;220
02.11.2023 22:15;;;210;;02.11.2023 22:00;210
02.11.2023 22:30;;;205;;02.11.2023 22:15;205
02.11.2023 22:45;;;200;;02.11.2023 22:30;200
02.11.2023 23:00;;;195;;02.11.2023 22:45;195
02.11.2023 23:15;;;220;;02.11.2023 23:00;220
02.11.2023 23:30;;;205;;02.11.2023 23:15;205
02.11.2023 23:45;;;205;;02.11.2023 23:30;205
03.11.2023 00:00;;;200;;02.11.2023 23:45;200
03.11.2023 00:15;;;200;;03.11.2023 00:00;200
03.11.2023 00:30;;;205;;03.11.2023 00:15;205
03.11.2023 00:45;;;200;;03.11.2023 00:30;200
03.11.2023 01:00;;;200;;03.11.2023 00:45;200
03.11.2023 01:15;;;205;;03.11.2023 01:00;205
03.11.2023 01:30;;;205;;03.11.2023 01:15;205
03.11.2023 01:45;;;200;;03.11.2023 01:30;200
03.11.2023 02:00;;;205;;03.11.2023 01:45;205
03.11.2023 02:15;;;195;;03.11.2023 02:00;195
03.11.2023 02:30;;;195;;03.11.2023 02:15;195
03.11.2023 02:45;;;195;;03.11.2023 02:30;195
03.11.2023 03:00;;;200;;03.11.2023 02:45;200
03.11.2023 03:15;;;200;;03.11.2023 03:00;200
03.11.2023 03:30;;;190;;03.11.2023 03:15;190
03.11.2023 03:45;;;190;;03.11.2023 03:30;190
03.11.2023 04:00;;;190;;03.11.2023 03:45;190
03.11.2023 04:15;;;180;;03.11.2023 04:00;180
03.11.2023 04:30;;;190;;03.11.2023 04:15;190
03.11.2023 04:45;;;185;;03.11.2023 04:30;185
03.11.2023 05:00;;;190;;03.11.2023 04:45;190
03.11.2023 05:15;;;190;;03.11.2023 05:00;190
03.11.2023 05:30;;;180;;03.11.2023 05:15;180
03.11.2023 05:45;;;180;;03.11.2023 05:30;180
03.11.2023 06:00;;;185;;03.11.2023 05:45;185
03.11.2023 06:15;;;175;;03.11.2023 06:00;175
03.11.2023 06:30;;;175;;03.11.2023 06:15;175
03.11.2023 06:45;;;175;;03.11.2023 06:30;175
03.11.2023 07:00;;;185;;03.11.2023 06:45;185
03.11.2023 07:15;;;195,1;;03.11.2023 07:00;195,1
03.11.2023 07:30;;;212,5;;03.11.2023 07:15;212,5
03.11.2023 07:45;;;212,8;;03.11.2023 07:30;212,8
03.11.2023 08:00;;;224,9;;03.11.2023 07:45;224,9
03.11.2023 08:15;;;251,3;;03.11.2023 08:00;251,3
03.11.2023 08:30;;;266,4;;03.11.2023 08:15;266,4
03.11.2023 08:45;;;296,6;;03.11.2023 08:30;296,6
03.11.2023 09:00;;;321,5;;03.11.2023 08:45;321,5
03.11.2023 09:15;;;364,6;;03.11.2023 09:00;364,6
03.11.2023 09:30;;;379;;03.11.2023 09:15;379
03.11.2023 09:45;;;396,2;;03.11.2023 09:30;396,2
03.11.2023 10:00;;;417,3;;03.11.2023 09:45;417,3
03.11.2023 10:15;;;479,9;;03.11.2023 10:00;479,9
03.11.2023 10:30;;;490,1;;03.11.2023 10:15;490,1
03.11.2023 10:45;;;504,7;;03.11.2023 10:30;504,7
03.11.2023 11:00;;;532,6;;03.11.2023 10:45;532,6
03.11.2023 11:15;;;561,1;;03.11.2023 11:00;561,1
03.11.2023 11:30;;;558,7;;03.11.2023 11:15;558,7
03.11.2023 11:45;;;575;;03.11.2023 11:30;575
03.11.2023 12:00;;;581,4;;03.11.2023 11:45;581,4
03.11.2023 12:15;;;580,4;;03.11.2023 12:00;580,4
03.11.2023 12:30;;;592,6;;03.11.2023 12:15;592,6
03.11.2023 12:45;;;583;;03.11.2023 12:30;583
03.11.2023 13:00;;;613;;03.11.2023 12:45;613
03.11.2023 13:15;;;590,9;;03.11.2023 13:00;590,9
03.11.2023 13:30;;;589,4;;03.11.2023 13:15;589,4
03.11.2023 13:45;;;587,3;;03.11.2023 13:30;587,3
03.11.2023 14:00;;;596,1;;03.11.2023 13:45;596,1
03.11.2023 14:15;;;565,9;;03.11.2023 14:00;565,9
03.11.2023 14:30;;;565;;03.11.2023 14:15;565
03.11.2023 14:45;;;588,3;;03.11.2023 14:30;588,3
03.11.2023 15:00;;;601,1;;03.11.2023 14:45;601,1
03.11.2023 15:15;;;609,9;;03.11.2023 15:00;609,9
03.11.2023 15:30;;;597,1;;03.11.2023 15:15;597,1
03.11.2023 15:45;;;606;;03.11.2023 15:30;606
03.11.2023 16:00;;;602,1;;03.11.2023 15:45;602,1
03.11.2023 16:15;;;623;;03.11.2023 16:00;623
03.11.2023 16:30;;;637,2;;03.11.2023 16:15;637,2
03.11.2023 16:45;;;635;;03.11.2023 16:30;635
03.11.2023 17:00;;;630;;03.11.2023 16:45;630
03.11.2023 17:15;;;640;;03.11.2023 17:00;640
03.11.2023 17:30;;;610;;03.11.2023 17:15;610
03.11.2023 17:45;;;595;;03.11.2023 17:30;595
03.11.2023 18:00;;;595;;03.11.2023 17:45;595
03.11.2023 18:15;;;580;;03.11.2023 18:00;580
03.11.2023 18:30;;;575;;03.11.2023 18:15;575
03.11.2023 18:45;;;595;;03.11.2023 18:30;595
03.11.2023 19:00;;;580;;03.11.2023 18:45;580
03.11.2023 19:15;;;550;;03.11.2023 19:00;550
03.11.2023 19:30;;;515;;03.11.2023 19:15;515
03.11.2023 19:45;;;470;;03.11.2023 19:30;470
03.11.2023 20:00;;;420;;03.11.2023 19:45;420
03.11.2023 20:15;;;360;;03.11.2023 20:00;360
03.11.2023 20:30;;;340;;03.11.2023 20:15;340
03.11.2023 20:45;;;310;;03.11.2023 20:30;310
03.11.2023 21:00;;;270;;03.11.2023 20:45;270
03.11.2023 21:15;;;240;;03.11.2023 21:00;240
03.11.2023 21:30;;;215;;03.11.2023 21:15;215
03.11.2023 21:45;;;215;;03.11.2023 21:30;215
03.11.2023 22:00;;;205;;03.11.2023 21:45;205
03.11.2023 22:15;;;200;;03.11.2023 22:00;200
03.11.2023 22:30;;;200;;03.11.2023 22:15;200
03.11.2023 22:45;;;200;;03.11.2023 22:30;200
03.11.2023 23:00;;;220;;03.11.2023 22:45;220
03.11.2023 23:15;;;210;;03.11.2023 23:00;210
03.11.2023 23:30;;;200;;03.11.2023 23:15;200
03.11.2023 23:45;;;200;;03.11.2023 23:30;200
04.11.2023 00:00;;;205;;03.11.2023 23:45;205
04.11.2023 00:15;;;190;;04.11.2023 00:00;190
04.11.2023 00:30;;;200;;04.11.2023 00:15;200
04.11.2023 00:45;;;195;;04.11.2023 00:30;195
04.11.2023 01:00;;;190;;04.11.2023 00:45;190
04.11.2023 01:15;;;195;;04.11.2023 01:00;195
04.11.2023 01:30;;;195;;04.11.2023 01:15;195
04.11.2023 01:45;;;195;;04.11.2023 01:30;195
04.11.2023 02:00;;;195;;04.11.2023 01:45;195
04.11.2023 02:15;;;185;;04.11.2023 02:00;185
04.11.2023 02:30;;;185;;04.11.2023 02:15;185
04.11.2023 02:45;;;190;;04.11.2023 02:30;190
04.11.2023 03:00;;;195;;04.11.2023 02:45;195
04.11.2023 03:15;;;190;;04.11.2023 03:00;190
04.11.2023 03:30;;;185;;04.11.2023 03:15;185
04.11.2023 03:45;;;185;;04.11.2023 03:30;185
04.11.2023 04:00;;;185;;04.11.2023 03:45;185
04.11.2023 04:15;;;190;;04.11.2023 04:00;190
04.11.2023 04:30;;;180;;04.11.2023 04:15;180
04.11.2023 04:45;;;180;;04.11.2023 04:30;180
04.11.2023 05:00;;;185;;04.11.2023 04:45;185
04.11.2023 05:15;;;185;;04.11.2023 05:00;185
04.11.2023 05:30;;;180;;04.11.2023 05:15;180
04.11.2023 05:45;;;185;;04.11.2023 05:30;185
04.11.2023 06:00;;;190;;04.11.2023 05:45;190
04.11.2023 06:15;;;180;;04.11.2023 06:00;180
04.11.2023 06:30;;;180;;04.11.2023 06:15;180
04.11.2023 06:45;;;185;;04.11.2023 06:30;185
04.11.2023 07:00;;;195;;04.11.2023 06:45;195
04.11.2023 07:15;;;195,2;;04.11.2023 07:00;195,2
04.11.2023 07:30;;;203,5;;04.11.2023 07:15;203,5
04.11.2023 07:45;;;222,2;;04.11.2023 07:30;222,2
04.11.2023 08:00;;;232;;04.11.2023 07:45;232
04.11.2023 08:15;;;246,3;;04.11.2023 08:00;246,3
04.11.2023 08:30;;;263,4;;04.11.2023 08:15;263,4
04.11.2023 08:45;;;298,7;;04.11.2023 08:30;298,7
04.11.2023 09:00;;;345,9;;04.11.2023 08:45;345,9
