Datum;Von;Bis;kW;;;
04.11.2023 09:15;;;378,8;;04.11.2023 09:00;378,8
04.11.2023 09:30;;;397;;04.11.2023 09:15;397
04.11.2023 09:45;;;395,2;;04.11.2023 09:30;395,2
04.11.2023 10:00;;;422,9;;04.11.2023 09:45;422,9
04.11.2023 10:15;;;453,4;;04.11.2023 10:00;453,4
04.11.2023 10:30;;;501,8;;04.11.2023 10:15;501,8
04.11.2023 10:45;;;526;;04.11.2023 10:30;526
04.11.2023 11:00;;;586,4;;04.11.2023 10:45;586,4
04.11.2023 11:15;;;579,1;;04.11.2023 11:00;579,1
04.11.2023 11:30;;;588,2;;04.11.2023 11:15;588,2
04.11.2023 11:45;;;595;;04.11.2023 11:30;595
04.11.2023 12:00;;;587,7;;04.11.2023 11:45;587,7
04.11.2023 12:15;;;586,3;;04.11.2023 12:00;586,3
04.11.2023 12:30;;;584,8;;04.11.2023 12:15;584,8
04.11.2023 12:45;;;597,6;;04.11.2023 12:30;597,6
04.11.2023 13:00;;;599,9;;04.11.2023 12:45;599,9
04.11.2023 13:15;;;611,5;;04.11.2023 13:00;611,5
04.11.2023 13:30;;;615,6;;04.11.2023 13:15;615,6
04.11.2023 13:45;;;613,1;;04.11.2023 13:30;613,1
04.11.2023 14:00;;;594,9;;04.11.2023 13:45;594,9
04.11.2023 14:15;;;587,2;;04.11.2023 14:00;587,2
04.11.2023 14:30;;;600,4;;04.11.2023 14:15;600,4
04.11.2023 14:45;;;610,4;;04.11.2023 14:30;610,4
04.11.2023 15:00;;;614,5;;04.11.2023 14:45;614,5
04.11.2023 15:15;;;612,5;;04.11.2023 15:00;612,5
04.11.2023 15:30;;;611,3;;04.11.2023 15:15;611,3
04.11.2023 15:45;;;645;;04.11.2023 15:30;645
04.11.2023 16:00;;;646,1;;04.11.2023 15:45;646,1
04.11.2023 16:15;;;609,9;;04.11.2023 16:00;609,9
04.11.2023 16:30;;;607;;04.11.2023 16:15;607
04.11.2023 16:45;;;610;;04.11.2023 16:30;610
04.11.2023 17:00;;;635;;04.11.2023 16:45;635
04.11.2023 17:15;;;660;;04.11.2023 17:00;660
04.11.2023 17:30;;;640;;04.11.2023 17:15;640
04.11.2023 17:45;;;650;;04.11.2023 17:30;650
04.11.2023 18:00;;;625;;04.11.2023 17:45;625
04.11.2023 18:15;;;605;;04.11.2023 18:00;605
04.11.2023 18:30;;;595;;04.11.2023 18:15;595
04.11.2023 18:45;;;605;;04.11.2023 18:30;605
04.11.2023 19:00;;;575;;04.11.2023 18:45;575
04.11.2023 19:15;;;570;;04.11.2023 19:00;570
04.11.2023 19:30;;;535;;04.11.2023 19:15;535
04.11.2023 19:45;;;510;;04.11.2023 19:30;510
04.11.2023 20:00;;;420;;04.11.2023 19:45;420
04.11.2023 20:15;;;375;;04.11.2023 20:00;375
04.11.2023 20:30;;;335;;04.11.2023 20:15;335
04.11.2023 20:45;;;310;;04.11.2023 20:30;310
04.11.2023 21:00;;;280;;04.11.2023 20:45;280
04.11.2023 21:15;;;250;;04.11.2023 21:00;250
04.11.2023 21:30;;;225;;04.11.2023 21:15;225
04.11.2023 21:45;;;220;;04.11.2023 21:30;220
04.11.2023 22:00;;;215;;04.11.2023 21:45;215
04.11.2023 22:15;;;210;;04.11.2023 22:00;210
04.11.2023 22:30;;;205;;04.11.2023 22:15;205
04.11.2023 22:45;;;210;;04.11.2023 22:30;210
04.11.2023 23:00;;;210;;04.11.2023 22:45;210
04.11.2023 23:15;;;205;;04.11.2023 23:00;205
04.11.2023 23:30;;;210;;04.11.2023 23:15;210
04.11.2023 23:45;;;205;;04.11.2023 23:30;205
05.11.2023 00:00;;;200;;04.11.2023 23:45;200
05.11.2023 00:15;;;200;;05.11.2023 00:00;200
05.11.2023 00:30;;;195;;05.11.2023 00:15;195
05.11.2023 00:45;;;195;;05.11.2023 00:30;195
05.11.2023 01:00;;;195;;05.11.2023 00:45;195
05.11.2023 01:15;;;190;;05.11.2023 01:00;190
05.11.2023 01:30;;;195;;05.11.2023 01:15;195
05.11.2023 01:45;;;190;;05.11.2023 01:30;190
05.11.2023 02:00;;;200;;05.11.2023 01:45;200
05.11.2023 02:15;;;185;;05.11.2023 02:00;185
05.11.2023 02:30;;;190;;05.11.2023 02:15;190
05.11.2023 02:45;;;195;;05.11.2023 02:30;195
05.11.2023 03:00;;;185;;05.11.2023 02:45;185
05.11.2023 03:15;;;195;;05.11.2023 03:00;195
05.11.2023 03:30;;;185;;05.11.2023 03:15;185
05.11.2023 03:45;;;185;;05.11.2023 03:30;185
05.11.2023 04:00;;;195;;05.11.2023 03:45;195
05.11.2023 04:15;;;180;;05.11.2023 04:00;180
05.11.2023 04:30;;;185;;05.11.2023 04:15;185
05.11.2023 04:45;;;190;;05.11.2023 04:30;190
05.11.2023 05:00;;;180;;05.11.2023 04:45;180
05.11.2023 05:15;;;185;;05.11.2023 05:00;185
05.11.2023 05:30;;;175;;05.11.2023 05:15;175
05.11.2023 05:45;;;175;;05.11.2023 05:30;175
05.11.2023 06:00;;;170;;05.11.2023 05:45;170
05.11.2023 06:15;;;175;;05.11.2023 06:00;175
05.11.2023 06:30;;;170;;05.11.2023 06:15;170
05.11.2023 06:45;;;195;;05.11.2023 06:30;195
05.11.2023 07:00;;;175;;05.11.2023 06:45;175
05.11.2023 07:15;;;195,3;;05.11.2023 07:00;195,3
05.11.2023 07:30;;;202;;05.11.2023 07:15;202
05.11.2023 07:45;;;203,8;;05.11.2023 07:30;203,8
05.11.2023 08:00;;;238,3;;05.11.2023 07:45;238,3
05.11.2023 08:15;;;236,6;;05.11.2023 08:00;236,6
05.11.2023 08:30;;;270,8;;05.11.2023 08:15;270,8
05.11.2023 08:45;;;281,5;;05.11.2023 08:30;281,5
05.11.2023 09:00;;;326,9;;05.11.2023 08:45;326,9
05.11.2023 09:15;;;375,9;;05.11.2023 09:00;375,9
05.11.2023 09:30;;;370,4;;05.11.2023 09:15;370,4
05.11.2023 09:45;;;383,4;;05.11.2023 09:30;383,4
05.11.2023 10:00;;;428,4;;05.11.2023 09:45;428,4
05.11.2023 10:15;;;483,8;;05.11.2023 10:00;483,8
05.11.2023 10:30;;;518,9;;05.11.2023 10:15;518,9
05.11.2023 10:45;;;540,9;;05.11.2023 10:30;540,9
05.11.2023 11:00;;;559,8;;05.11.2023 10:45;559,8
05.11.2023 11:15;;;582,8;;05.11.2023 11:00;582,8
05.11.2023 11:30;;;596;;05.11.2023 11:15;596
05.11.2023 11:45;;;587,2;;05.11.2023 11:30;587,2
05.11.2023 12:00;;;612,2;;05.11.2023 11:45;612,2
05.11.2023 12:15;;;619,4;;05.11.2023 12:00;619,4
05.11.2023 12:30;;;621;;05.11.2023 12:15;621
05.11.2023 12:45;;;620,1;;05.11.2023 12:30;620,1
05.11.2023 13:00;;;610,4;;05.11.2023 12:45;610,4
05.11.2023 13:15;;;623,8;;05.11.2023 13:00;623,8
05.11.2023 13:30;;;620,5;;05.11.2023 13:15;620,5
05.11.2023 13:45;;;629,8;;05.11.2023 13:30;629,8
05.11.2023 14:00;;;635,8;;05.11.2023 13:45;635,8
05.11.2023 14:15;;;615,3;;05.11.2023 14:00;615,3
05.11.2023 14:30;;;614;;05.11.2023 14:15;614
05.11.2023 14:45;;;619,7;;05.11.2023 14:30;619,7
05.11.2023 15:00;;;622,6;;05.11.2023 14:45;622,6
05.11.2023 15:15;;;642,5;;05.11.2023 15:00;642,5
05.11.2023 15:30;;;640,1;;05.11.2023 15:15;640,1
05.11.2023 15:45;;;639,6;;05.11.2023 15:30;639,6
05.11.2023 16:00;;;649,2;;05.11.2023 15:45;649,2
05.11.2023 16:15;;;634;;05.11.2023 16:00;634
05.11.2023 16:30;;;625,4;;05.11.2023 16:15;625,4
05.11.2023 16:45;;;650;;05.11.2023 16:30;650
05.11.2023 17:00;;;660;;05.11.2023 16:45;660
05.11.2023 17:15;;;640;;05.11.2023 17:00;640
05.11.2023 17:30;;;630;;05.11.2023 17:15;630
05.11.2023 17:45;;;615;;05.11.2023 17:30;615
05.11.2023 18:00;;;610;;05.11.2023 17:45;610
05.11.2023 18:15;;;595;;05.11.2023 18:00;595
05.11.2023 18:30;;;580;;05.11.2023 18:15;580
05.11.2023 18:45;;;595;;05.11.2023 18:30;595
05.11.2023 19:00;;;575;;05.11.2023 18:45;575
05.11.2023 19:15;;;560;;05.11.2023 19:00;560
05.11.2023 19:30;;;550;;05.11.2023 19:15;550
05.11.2023 19:45;;;475;;05.11.2023 19:30;475
05.11.2023 20:00;;;430;;05.11.2023 19:45;430
05.11.2023 20:15;;;380;;05.11.2023 20:00;380
05.11.2023 20:30;;;330;;05.11.2023 20:15;330
05.11.2023 20:45;;;310;;05.11.2023 20:30;310
05.11.2023 21:00;;;275;;05.11.2023 20:45;275
05.11.2023 21:15;;;240;;05.11.2023 21:00;240
05.11.2023 21:30;;;230;;05.11.2023 21:15;230
05.11.2023 21:45;;;230;;05.11.2023 21:30;230
05.11.2023 22:00;;;220;;05.11.2023 21:45;220
05.11.2023 22:15;;;215;;05.11.2023 22:00;215
05.11.2023 22:30;;;200;;05.11.2023 22:15;200
05.11.2023 22:45;;;210;;05.11.2023 22:30;210
05.11.2023 23:00;;;210;;05.11.2023 22:45;210
05.11.2023 23:15;;;205;;05.11.2023 23:00;205
05.11.2023 23:30;;;200;;05.11.2023 23:15;200
05.11.2023 23:45;;;210;;05.11.2023 23:30;210
06.11.2023 00:00;;;205;;05.11.2023 23:45;205
06.11.2023 00:15;;;195;;06.11.2023 00:00;195
06.11.2023 00:30;;;200;;06.11.2023 00:15;200
06.11.2023 00:45;;;195;;06.11.2023 00:30;195
06.11.2023 01:00;;;200;;06.11.2023 00:45;200
06.11.2023 01:15;;;200;;06.11.2023 01:00;200
06.11.2023 01:30;;;205;;06.11.2023 01:15;205
06.11.2023 01:45;;;205;;06.11.2023 01:30;205
06.11.2023 02:00;;;200;;06.11.2023 01:45;200
06.11.2023 02:15;;;200;;06.11.2023 02:00;200
06.11.2023 02:30;;;190;;06.11.2023 02:15;190
06.11.2023 02:45;;;205;;06.11.2023 02:30;205
06.11.2023 03:00;;;190;;06.11.2023 02:45;190
06.11.2023 03:15;;;195;;06.11.2023 03:00;195
06.11.2023 03:30;;;185;;06.11.2023 03:15;185
06.11.2023 03:45;;;190;;06.11.2023 03:30;190
06.11.2023 04:00;;;175;;06.11.2023 03:45;175
06.11.2023 04:15;;;190;;06.11.2023 04:00;190
06.11.2023 04:30;;;180;;06.11.2023 04:15;180
06.11.2023 04:45;;;185;;06.11.2023 04:30;185
06.11.2023 05:00;;;185;;06.11.2023 04:45;185
06.11.2023 05:15;;;180;;06.11.2023 05:00;180
06.11.2023 05:30;;;180;;06.11.2023 05:15;180
06.11.2023 05:45;;;180;;06.11.2023 05:30;180
06.11.2023 06:00;;;180;;06.11.2023 05:45;180
06.11.2023 06:15;;;175;;06.11.2023 06:00;175
06.11.2023 06:30;;;195;;06.11.2023 06:15;195
06.11.2023 06:45;;;190;;06.11.2023 06:30;190
06.11.2023 07:00;;;200;;06.11.2023 06:45;200
06.11.2023 07:15;;;195;;06.11.2023 07:00;195
06.11.2023 07:30;;;207,5;;06.11.2023 07:15;207,5
06.11.2023 07:45;;;213,2;;06.11.2023 07:30;213,2
06.11.2023 08:00;;;213,5;;06.11.2023 07:45;213,5
06.11.2023 08:15;;;239,8;;06.11.2023 08:00;239,8
06.11.2023 08:30;;;255,5;;06.11.2023 08:15;255,5
06.11.2023 08:45;;;302,7;;06.11.2023 08:30;302,7
06.11.2023 09:00;;;316,5;;06.11.2023 08:45;316,5
06.11.2023 09:15;;;389,5;;06.11.2023 09:00;389,5
06.11.2023 09:30;;;363,3;;06.11.2023 09:15;363,3
06.11.2023 09:45;;;384,5;;06.11.2023 09:30;384,5
06.11.2023 10:00;;;412;;06.11.2023 09:45;412
06.11.2023 10:15;;;450;;06.11.2023 10:00;450
06.11.2023 10:30;;;484,6;;06.11.2023 10:15;484,6
06.11.2023 10:45;;;520,3;;06.11.2023 10:30;520,3
06.11.2023 11:00;;;548,2;;06.11.2023 10:45;548,2
06.11.2023 11:15;;;577,2;;06.11.2023 11:00;577,2
06.11.2023 11:30;;;592,7;;06.11.2023 11:15;592,7
06.11.2023 11:45;;;579;;06.11.2023 11:30;579
06.11.2023 12:00;;;589,1;;06.11.2023 11:45;589,1
06.11.2023 12:15;;;589,2;;06.11.2023 12:00;589,2
06.11.2023 12:30;;;605,4;;06.11.2023 12:15;605,4
06.11.2023 12:45;;;607,9;;06.11.2023 12:30;607,9
06.11.2023 13:00;;;583,3;;06.11.2023 12:45;583,3
06.11.2023 13:15;;;599,4;;06.11.2023 13:00;599,4
06.11.2023 13:30;;;583,5;;06.11.2023 13:15;583,5
06.11.2023 13:45;;;580,3;;06.11.2023 13:30;580,3
06.11.2023 14:00;;;581,1;;06.11.2023 13:45;581,1
06.11.2023 14:15;;;598,1;;06.11.2023 14:00;598,1
06.11.2023 14:30;;;599,9;;06.11.2023 14:15;599,9
06.11.2023 14:45;;;615,4;;06.11.2023 14:30;615,4
06.11.2023 15:00;;;593,5;;06.11.2023 14:45;593,5
06.11.2023 15:15;;;580,6;;06.11.2023 15:00;580,6
06.11.2023 15:30;;;604,3;;06.11.2023 15:15;604,3
06.11.2023 15:45;;;573;;06.11.2023 15:30;573
06.11.2023 16:00;;;583,6;;06.11.2023 15:45;583,6
06.11.2023 16:15;;;577,9;;06.11.2023 16:00;577,9
06.11.2023 16:30;;;605,8;;06.11.2023 16:15;605,8
06.11.2023 16:45;;;615;;06.11.2023 16:30;615
06.11.2023 17:00;;;620;;06.11.2023 16:45;620
06.11.2023 17:15;;;610;;06.11.2023 17:00;610
06.11.2023 17:30;;;600;;06.11.2023 17:15;600
06.11.2023 17:45;;;610;;06.11.2023 17:30;610
06.11.2023 18:00;;;590;;06.11.2023 17:45;590
06.11.2023 18:15;;;585;;06.11.2023 18:00;585
06.11.2023 18:30;;;575;;06.11.2023 18:15;575
06.11.2023 18:45;;;585;;06.11.2023 18:30;585
06.11.2023 19:00;;;590;;06.11.2023 18:45;590
06.11.2023 19:15;;;540;;06.11.2023 19:00;540
06.11.2023 19:30;;;495;;06.11.2023 19:15;495
06.11.2023 19:45;;;470;;06.11.2023 19:30;470
06.11.2023 20:00;;;415;;06.11.2023 19:45;415
06.11.2023 20:15;;;370;;06.11.2023 20:00;370
06.11.2023 20:30;;;335;;06.11.2023 20:15;335
06.11.2023 20:45;;;325;;06.11.2023 20:30;325
06.11.2023 21:00;;;300;;06.11.2023 20:45;300
06.11.2023 21:15;;;270;;06.11.2023 21:00;270
06.11.2023 21:30;;;230;;06.11.2023 21:15;230
06.11.2023 21:45;;;235;;06.11.2023 21:30;235
06.11.2023 22:00;;;225;;06.11.2023 21:45;225
06.11.2023 22:15;;;215;;06.11.2023 22:00;215
06.11.2023 22:30;;;195;;06.11.2023 22:15;195
06.11.2023 22:45;;;200;;06.11.2023 22:30;200
06.11.2023 23:00;;;210;;06.11.2023 22:45;210
06.11.2023 23:15;;;215;;06.11.2023 23:00;215
06.11.2023 23:30;;;195;;06.11.2023 23:15;195
06.11.2023 23:45;;;195;;06.11.2023 23:30;195
07.11.2023 00:00;;;200;;06.11.2023 23:45;200
07.11.2023 00:15;;;210;;07.11.2023 00:00;210
07.11.2023 00:30;;;195;;07.11.2023 00:15;195
07.11.2023 00:45;;;190;;07.11.2023 00:30;190
07.11.2023 01:00;;;195;;07.11.2023 00:45;195
07.11.2023 01:15;;;195;;07.11.2023 01:00;195
07.11.2023 01:30;;;185;;07.11.2023 01:15;185
07.11.2023 01:45;;;195;;07.11.2023 01:30;195
07.11.2023 02:00;;;200;;07.11.2023 01:45;200
07.11.2023 02:15;;;190;;07.11.2023 02:00;190
07.11.2023 02:30;;;190;;07.11.2023 02:15;190
07.11.2023 02:45;;;185;;07.11.2023 02:30;185
07.11.2023 03:00;;;185;;07.11.2023 02:45;185
07.11.2023 03:15;;;180;;07.11.2023 03:00;180
07.11.2023 03:30;;;190;;07.11.2023 03:15;190
07.11.2023 03:45;;;175;;07.11.2023 03:30;175
07.11.2023 04:00;;;180;;07.11.2023 03:45;180
07.11.2023 04:15;;;195;;07.11.2023 04:00;195
07.11.2023 04:30;;;180;;07.11.2023 04:15;180
07.11.2023 04:45;;;170;;07.11.2023 04:30;170
07.11.2023 05:00;;;175;;07.11.2023 04:45;175
07.11.2023 05:15;;;180;;07.11.2023 05:00;180
07.11.2023 05:30;;;175;;07.11.2023 05:15;175
07.11.2023 05:45;;;170;;07.11.2023 05:30;170
07.11.2023 06:00;;;175;;07.11.2023 05:45;175
07.11.2023 06:15;;;180;;07.11.2023 06:00;180
07.11.2023 06:30;;;185;;07.11.2023 06:15;185
07.11.2023 06:45;;;190;;07.11.2023 06:30;190
07.11.2023 07:00;;;175;;07.11.2023 06:45;175
07.11.2023 07:15;;;170,5;;07.11.2023 07:00;170,5
07.11.2023 07:30;;;167,1;;07.11.2023 07:15;167,1
07.11.2023 07:45;;;166,5;;07.11.2023 07:30;166,5
07.11.2023 08:00;;;173,9;;07.11.2023 07:45;173,9
07.11.2023 08:15;;;195,5;;07.11.2023 08:00;195,5
07.11.2023 08:30;;;190,1;;07.11.2023 08:15;190,1
07.11.2023 08:45;;;183,8;;07.11.2023 08:30;183,8
07.11.2023 09:00;;;194,4;;07.11.2023 08:45;194,4
07.11.2023 09:15;;;205,6;;07.11.2023 09:00;205,6
07.11.2023 09:30;;;227,6;;07.11.2023 09:15;227,6
07.11.2023 09:45;;;238,8;;07.11.2023 09:30;238,8
07.11.2023 10:00;;;227,5;;07.11.2023 09:45;227,5
07.11.2023 10:15;;;248,1;;07.11.2023 10:00;248,1
07.11.2023 10:30;;;253,7;;07.11.2023 10:15;253,7
07.11.2023 10:45;;;244,4;;07.11.2023 10:30;244,4
07.11.2023 11:00;;;246,9;;07.11.2023 10:45;246,9
07.11.2023 11:15;;;236,9;;07.11.2023 11:00;236,9
07.11.2023 11:30;;;232,3;;07.11.2023 11:15;232,3
07.11.2023 11:45;;;237,2;;07.11.2023 11:30;237,2
07.11.2023 12:00;;;240,4;;07.11.2023 11:45;240,4
07.11.2023 12:15;;;249,6;;07.11.2023 12:00;249,6
07.11.2023 12:30;;;240,7;;07.11.2023 12:15;240,7
07.11.2023 12:45;;;239,8;;07.11.2023 12:30;239,8
07.11.2023 13:00;;;234,8;;07.11.2023 12:45;234,8
07.11.2023 13:15;;;242,7;;07.11.2023 13:00;242,7
07.11.2023 13:30;;;238,7;;07.11.2023 13:15;238,7
07.11.2023 13:45;;;229,7;;07.11.2023 13:30;229,7
07.11.2023 14:00;;;244,5;;07.11.2023 13:45;244,5
07.11.2023 14:15;;;249;;07.11.2023 14:00;249
07.11.2023 14:30;;;240,7;;07.11.2023 14:15;240,7
07.11.2023 14:45;;;229,2;;07.11.2023 14:30;229,2
07.11.2023 15:00;;;256;;07.11.2023 14:45;256
07.11.2023 15:15;;;267,1;;07.11.2023 15:00;267,1
07.11.2023 15:30;;;256,8;;07.11.2023 15:15;256,8
07.11.2023 15:45;;;256,1;;07.11.2023 15:30;256,1
07.11.2023 16:00;;;251,4;;07.11.2023 15:45;251,4
07.11.2023 16:15;;;244,8;;07.11.2023 16:00;244,8
07.11.2023 16:30;;;250,7;;07.11.2023 16:15;250,7
07.11.2023 16:45;;;260;;07.11.2023 16:30;260
07.11.2023 17:00;;;265;;07.11.2023 16:45;265
07.11.2023 17:15;;;265;;07.11.2023 17:00;265
07.11.2023 17:30;;;260;;07.11.2023 17:15;260
07.11.2023 17:45;;;265;;07.11.2023 17:30;265
07.11.2023 18:00;;;270;;07.11.2023 17:45;270
07.11.2023 18:15;;;270;;07.11.2023 18:00;270
07.11.2023 18:30;;;250;;07.11.2023 18:15;250
07.11.2023 18:45;;;240;;07.11.2023 18:30;240
07.11.2023 19:00;;;235;;07.11.2023 18:45;235
07.11.2023 19:15;;;230;;07.11.2023 19:00;230
07.11.2023 19:30;;;235;;07.11.2023 19:15;235
07.11.2023 19:45;;;215;;07.11.2023 19:30;215
07.11.2023 20:00;;;225;;07.11.2023 19:45;225
07.11.2023 20:15;;;235;;07.11.2023 20:00;235
07.11.2023 20:30;;;215;;07.11.2023 20:15;215
07.11.2023 20:45;;;215;;07.11.2023 20:30;215
07.11.2023 21:00;;;215;;07.11.2023 20:45;215
07.11.2023 21:15;;;200;;07.11.2023 21:00;200
07.11.2023 21:30;;;190;;07.11.2023 21:15;190
07.11.2023 21:45;;;190;;07.11.2023 21:30;190
07.11.2023 22:00;;;190;;07.11.2023 21:45;190
07.11.2023 22:15;;;175;;07.11.2023 22:00;175
07.11.2023 22:30;;;190;;07.11.2023 22:15;190
07.11.2023 22:45;;;180;;07.11.2023 22:30;180
07.11.2023 23:00;;;190;;07.11.2023 22:45;190
07.11.2023 23:15;;;185;;07.11.2023 23:00;185
07.11.2023 23:30;;;180;;07.11.2023 23:15;180
07.11.2023 23:45;;;180;;07.11.2023 23:30;180
08.11.2023 00:00;;;190;;07.11.2023 23:45;190
08.11.2023 00:15;;;200;;08.11.2023 00:00;200
08.11.2023 00:30;;;190;;08.11.2023 00:15;190
08.11.2023 00:45;;;190;;08.11.2023 00:30;190
08.11.2023 01:00;;;185;;08.11.2023 00:45;185
08.11.2023 01:15;;;185;;08.11.2023 01:00;185
08.11.2023 01:30;;;180;;08.11.2023 01:15;180
08.11.2023 01:45;;;185;;08.11.2023 01:30;185
08.11.2023 02:00;;;190;;08.11.2023 01:45;190
08.11.2023 02:15;;;185;;08.11.2023 02:00;185
08.11.2023 02:30;;;185;;08.11.2023 02:15;185
08.11.2023 02:45;;;185;;08.11.2023 02:30;185
08.11.2023 03:00;;;175;;08.11.2023 02:45;175
08.11.2023 03:15;;;185;;08.11.2023 03:00;185
08.11.2023 03:30;;;175;;08.11.2023 03:15;175
08.11.2023 03:45;;;180;;08.11.2023 03:30;180
08.11.2023 04:00;;;185;;08.11.2023 03:45;185
08.11.2023 04:15;;;185;;08.11.2023 04:00;185
08.11.2023 04:30;;;175;;08.11.2023 04:15;175
08.11.2023 04:45;;;180;;08.11.2023 04:30;180
08.11.2023 05:00;;;175;;08.11.2023 04:45;175
08.11.2023 05:15;;;180;;08.11.2023 05:00;180
08.11.2023 05:30;;;180;;08.11.2023 05:15;180
08.11.2023 05:45;;;170;;08.11.2023 05:30;170
08.11.2023 06:00;;;185;;08.11.2023 05:45;185
08.11.2023 06:15;;;180;;08.11.2023 06:00;180
08.11.2023 06:30;;;170;;08.11.2023 06:15;170
08.11.2023 06:45;;;175;;08.11.2023 06:30;175
08.11.2023 07:00;;;170;;08.11.2023 06:45;170
08.11.2023 07:15;;;185;;08.11.2023 07:00;185
08.11.2023 07:30;;;195;;08.11.2023 07:15;195
08.11.2023 07:45;;;205,5;;08.11.2023 07:30;205,5
08.11.2023 08:00;;;234,4;;08.11.2023 07:45;234,4
08.11.2023 08:15;;;240,7;;08.11.2023 08:00;240,7
08.11.2023 08:30;;;252,3;;08.11.2023 08:15;252,3
08.11.2023 08:45;;;306;;08.11.2023 08:30;306
08.11.2023 09:00;;;341,1;;08.11.2023 08:45;341,1
08.11.2023 09:15;;;372,8;;08.11.2023 09:00;372,8
08.11.2023 09:30;;;405,4;;08.11.2023 09:15;405,4
08.11.2023 09:45;;;423;;08.11.2023 09:30;423
08.11.2023 10:00;;;446,7;;08.11.2023 09:45;446,7
08.11.2023 10:15;;;487,2;;08.11.2023 10:00;487,2
08.11.2023 10:30;;;512,8;;08.11.2023 10:15;512,8
08.11.2023 10:45;;;544,1;;08.11.2023 10:30;544,1
08.11.2023 11:00;;;544,9;;08.11.2023 10:45;544,9
08.11.2023 11:15;;;551,9;;08.11.2023 11:00;551,9
08.11.2023 11:30;;;575,4;;08.11.2023 11:15;575,4
08.11.2023 11:45;;;586,9;;08.11.2023 11:30;586,9
08.11.2023 12:00;;;581,7;;08.11.2023 11:45;581,7
08.11.2023 12:15;;;602,2;;08.11.2023 12:00;602,2
08.11.2023 12:30;;;595,9;;08.11.2023 12:15;595,9
08.11.2023 12:45;;;597,5;;08.11.2023 12:30;597,5
08.11.2023 13:00;;;591,2;;08.11.2023 12:45;591,2
08.11.2023 13:15;;;616,1;;08.11.2023 13:00;616,1
08.11.2023 13:30;;;617,6;;08.11.2023 13:15;617,6
08.11.2023 13:45;;;614,5;;08.11.2023 13:30;614,5
08.11.2023 14:00;;;621;;08.11.2023 13:45;621
08.11.2023 14:15;;;603,8;;08.11.2023 14:00;603,8
08.11.2023 14:30;;;607,4;;08.11.2023 14:15;607,4
08.11.2023 14:45;;;612,3;;08.11.2023 14:30;612,3
08.11.2023 15:00;;;597,8;;08.11.2023 14:45;597,8
08.11.2023 15:15;;;582,3;;08.11.2023 15:00;582,3
08.11.2023 15:30;;;592,6;;08.11.2023 15:15;592,6
08.11.2023 15:45;;;613,5;;08.11.2023 15:30;613,5
08.11.2023 16:00;;;600,3;;08.11.2023 15:45;600,3
08.11.2023 16:15;;;625,6;;08.11.2023 16:00;625,6
08.11.2023 16:30;;;635,4;;08.11.2023 16:15;635,4
08.11.2023 16:45;;;640;;08.11.2023 16:30;640
08.11.2023 17:00;;;650;;08.11.2023 16:45;650
08.11.2023 17:15;;;645;;08.11.2023 17:00;645
08.11.2023 17:30;;;620;;08.11.2023 17:15;620
08.11.2023 17:45;;;640;;08.11.2023 17:30;640
08.11.2023 18:00;;;640;;08.11.2023 17:45;640
08.11.2023 18:15;;;605;;08.11.2023 18:00;605
08.11.2023 18:30;;;590;;08.11.2023 18:15;590
08.11.2023 18:45;;;595;;08.11.2023 18:30;595
08.11.2023 19:00;;;585;;08.11.2023 18:45;585
08.11.2023 19:15;;;555;;08.11.2023 19:00;555
08.11.2023 19:30;;;535;;08.11.2023 19:15;535
08.11.2023 19:45;;;485;;08.11.2023 19:30;485
08.11.2023 20:00;;;390;;08.11.2023 19:45;390
08.11.2023 20:15;;;345;;08.11.2023 20:00;345
08.11.2023 20:30;;;325;;08.11.2023 20:15;325
08.11.2023 20:45;;;305;;08.11.2023 20:30;305
08.11.2023 21:00;;;270;;08.11.2023 20:45;270
08.11.2023 21:15;;;260;;08.11.2023 21:00;260
08.11.2023 21:30;;;245;;08.11.2023 21:15;245
08.11.2023 21:45;;;250;;08.11.2023 21:30;250
08.11.2023 22:00;;;220;;08.11.2023 21:45;220
08.11.2023 22:15;;;205;;08.11.2023 22:00;205
08.11.2023 22:30;;;200;;08.11.2023 22:15;200
08.11.2023 22:45;;;205;;08.11.2023 22:30;205
08.11.2023 23:00;;;195;;08.11.2023 22:45;195
08.11.2023 23:15;;;205;;08.11.2023 23:00;205
08.11.2023 23:30;;;205;;08.11.2023 23:15;205
08.11.2023 23:45;;;200;;08.11.2023 23:30;200
09.11.2023 00:00;;;200;;08.11.2023 23:45;200
09.11.2023 00:15;;;200;;09.11.2023 00:00;200
09.11.2023 00:30;;;195;;09.11.2023 00:15;195
09.11.2023 00:45;;;190;;09.11.2023 00:30;190
09.11.2023 01:00;;;200;;09.11.2023 00:45;200
09.11.2023 01:15;;;195;;09.11.2023 01:00;195
09.11.2023 01:30;;;195;;09.11.2023 01:15;195
09.11.2023 01:45;;;205;;09.11.2023 01:30;205
09.11.2023 02:00;;;205;;09.11.2023 01:45;205
09.11.2023 02:15;;;190;;09.11.2023 02:00;190
09.11.2023 02:30;;;200;;09.11.2023 02:15;200
09.11.2023 02:45;;;190;;09.11.2023 02:30;190
09.11.2023 03:00;;;190;;09.11.2023 02:45;190
09.11.2023 03:15;;;190;;09.11.2023 03:00;190
09.11.2023 03:30;;;190;;09.11.2023 03:15;190
09.11.2023 03:45;;;190;;09.11.2023 03:30;190
09.11.2023 04:00;;;185;;09.11.2023 03:45;185
